Well;WellName;WellType;Replicate;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;MONISprojectno;AssayID;speciesabbr;season;qpcrrundate
E2;std5e2;Standard;20;0.0511;29.00;5.00e+002;0.991;-2.784;MONIS3;AssID02;Promin;efteraar;qpcrrundate20180522
E3;std5e2;Standard;20;0.0511;28.85;5.00e+002;0.991;-2.784;MONIS3;AssID02;Promin;efteraar;qpcrrundate20180522
F1;std5e1;Standard;21;0.0511;30.69;5.00e+001;0.991;-2.784;MONIS3;AssID02;Promin;efteraar;qpcrrundate20180522
F2;std5e1;Standard;21;0.0511;31.12;5.00e+001;0.991;-2.784;MONIS3;AssID02;Promin;efteraar;qpcrrundate20180522
F3;std5e1;Standard;21;0.0511;31.53;5.00e+001;0.991;-2.784;MONIS3;AssID02;Promin;efteraar;qpcrrundate20180522
G1;std5e0;Standard;22;0.0511;35.18;5.00e+000;0.991;-2.784;MONIS3;AssID02;Promin;efteraar;qpcrrundate20180522
G2;std5e0;Standard;22;0.0511;35.01;5.00e+000;0.991;-2.784;MONIS3;AssID02;Promin;efteraar;qpcrrundate20180522
G3;std5e0;Standard;22;0.0511;34.56;5.00e+000;0.991;-2.784;MONIS3;AssID02;Promin;efteraar;qpcrrundate20180522
H1;ntc;NTC;23;0.0511;NoCt;NoCt;0.991;-2.784;MONIS3;AssID02;Promin;efteraar;qpcrrundate20180522
H2;ntc;NTC;23;0.0511;NoCt;NoCt;0.991;-2.784;MONIS3;AssID02;Promin;efteraar;qpcrrundate20180522
H3;ntc;NTC;23;0.0511;NoCt;NoCt;0.991;-2.784;MONIS3;AssID02;Promin;efteraar;qpcrrundate20180522
B4;smpl01;Unknown;1;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B5;smpl01;Unknown;1;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B6;smpl01;Unknown;1;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C4;smpl02;Unknown;2;0.0570;39.62;2.587e-002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C5;smpl02;Unknown;2;0.0570;37.64;1.472e-001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C6;smpl02;Unknown;2;0.0570;38.54;6.674e-002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D4;smpl03;Unknown;3;0.0570;28.25;5.770e+002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D5;smpl03;Unknown;3;0.0570;27.60;1.021e+003;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D6;smpl03;Unknown;3;0.0570;28.32;5.390e+002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E4;smpl04;Unknown;4;0.0570;31.28;3.974e+001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E5;smpl04;Unknown;4;0.0570;31.32;3.843e+001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E6;smpl04;Unknown;4;0.0570;31.82;2.476e+001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
F4;smpl05;Unknown;5;0.0570;35.60;8.895e-001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
F5;smpl05;Unknown;5;0.0570;35.32;1.13;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
F6;smpl05;Unknown;5;0.0570;35.47;1.00;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
G4;smpl06;Unknown;6;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
G5;smpl06;Unknown;6;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
G6;smpl06;Unknown;6;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B7;smpl07;Unknown;7;0.0570;38.06;1.017e-001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B8;smpl07;Unknown;7;0.0570;39.58;2.666e-002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B9;smpl07;Unknown;7;0.0570;39.50;2.875e-002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C7;smpl08;Unknown;8;0.0570;39.26;3.556e-002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C8;smpl08;Unknown;8;0.0570;39.80;2.196e-002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C9;smpl08;Unknown;8;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D7;smpl09;Unknown;9;0.0570;30.01;1.216e+002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D8;smpl09;Unknown;9;0.0570;29.34;2.210e+002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D9;smpl09;Unknown;9;0.0570;29.53;1.858e+002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E7;smpl10;Unknown;10;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E8;smpl10;Unknown;10;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E9;smpl10;Unknown;10;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
F7;smpl11;Unknown;11;0.0570;32.26;1.682e+001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
F8;smpl11;Unknown;11;0.0570;32.60;1.252e+001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
F9;smpl11;Unknown;11;0.0570;32.57;1.286e+001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
G7;smpl12;Unknown;12;0.0570;35.64;8.593e-001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
G8;smpl12;Unknown;12;0.0570;35.34;1.12;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
G9;smpl12;Unknown;12;0.0570;34.88;1.68;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B10;smpl13;Unknown;13;0.0570;37.21;2.153e-001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B11;smpl13;Unknown;13;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B12;smpl13;Unknown;13;0.0570;36.79;3.116e-001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C10;smpl14;Unknown;14;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C11;smpl14;Unknown;14;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C12;smpl14;Unknown;14;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D10;smpl15;Unknown;15;0.0570;34.78;1.83;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D11;smpl15;Unknown;15;0.0570;34.43;2.50;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D12;smpl15;Unknown;15;0.0570;34.90;1.65;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E10;smpl16;Unknown;16;0.0570;27.77;8.773e+002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E11;smpl16;Unknown;16;0.0570;28.05;6.836e+002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E12;smpl16;Unknown;16;0.0570;28.20;5.990e+002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B1;std5e5;Standard;17;0.0570;21.94;5.00e+005;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B2;std5e5;Standard;17;0.0570;20.12;5.00e+005;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B3;std5e5;Standard;17;0.0570;19.86;5.00e+005;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C1;std5e4;Standard;18;0.0570;22.89;5.00e+004;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C2;std5e4;Standard;18;0.0570;23.57;5.00e+004;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
C3;std5e4;Standard;18;0.0570;22.56;5.00e+004;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D1;std5e3;Standard;19;0.0570;26.03;5.00e+003;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D2;std5e3;Standard;19;0.0570;25.77;5.00e+003;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
D3;std5e3;Standard;19;0.0570;25.75;5.00e+003;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E1;std5e2;Standard;20;0.0570;28.34;5.00e+002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E2;std5e2;Standard;20;0.0570;28.47;5.00e+002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
E3;std5e2;Standard;20;0.0570;27.95;5.00e+002;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
F1;std5e1;Standard;21;0.0570;31.41;5.00e+001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
F2;std5e1;Standard;21;0.0570;31.62;5.00e+001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
F3;std5e1;Standard;21;0.0570;31.43;5.00e+001;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
G1;std5e0;Standard;22;0.0570;33.49;5.00e+000;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
G2;std5e0;Standard;22;0.0570;33.91;5.00e+000;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
G3;std5e0;Standard;22;0.0570;32.73;5.00e+000;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
H1;ntc;NTC;23;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
H2;ntc;NTC;23;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
H3;ntc;NTC;23;0.0570;NoCt;NoCt;0.986;-2.615;MONIS3;AssID02;Promin;foraar;qpcrrundate20180522
B4;smpl01;Unknown;1;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B5;smpl01;Unknown;1;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B6;smpl01;Unknown;1;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C4;smpl02;Unknown;2;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C5;smpl02;Unknown;2;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C6;smpl02;Unknown;2;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D4;smpl03;Unknown;3;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D5;smpl03;Unknown;3;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D6;smpl03;Unknown;3;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E4;smpl04;Unknown;4;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E5;smpl04;Unknown;4;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E6;smpl04;Unknown;4;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
F4;smpl05;Unknown;5;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
F5;smpl05;Unknown;5;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
F6;smpl05;Unknown;5;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
G4;smpl06;Unknown;6;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
G5;smpl06;Unknown;6;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
G6;smpl06;Unknown;6;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B7;smpl07;Unknown;7;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B8;smpl07;Unknown;7;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B9;smpl07;Unknown;7;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C7;smpl08;Unknown;8;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C8;smpl08;Unknown;8;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C9;smpl08;Unknown;8;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D7;smpl09;Unknown;9;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D8;smpl09;Unknown;9;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D9;smpl09;Unknown;9;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E7;smpl10;Unknown;10;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E8;smpl10;Unknown;10;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E9;smpl10;Unknown;10;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
F7;smpl11;Unknown;11;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
F8;smpl11;Unknown;11;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
F9;smpl11;Unknown;11;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
G7;smpl12;Unknown;12;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
G8;smpl12;Unknown;12;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
G9;smpl12;Unknown;12;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B10;smpl13;Unknown;13;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B11;smpl13;Unknown;13;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B12;smpl13;Unknown;13;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C10;smpl14;Unknown;14;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C11;smpl14;Unknown;14;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C12;smpl14;Unknown;14;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D10;smpl15;Unknown;15;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D11;smpl15;Unknown;15;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D12;smpl15;Unknown;15;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E10;smpl16;Unknown;16;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E11;smpl16;Unknown;16;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E12;smpl16;Unknown;16;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B1;std5e5;Standard;17;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B2;std5e5;Standard;17;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B3;std5e5;Standard;17;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C1;std5e4;Standard;18;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C2;std5e4;Standard;18;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
C3;std5e4;Standard;18;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D1;std5e3;Standard;19;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D2;std5e3;Standard;19;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
D3;std5e3;Standard;19;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E1;std5e2;Standard;20;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E2;std5e2;Standard;20;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
E3;std5e2;Standard;20;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
F1;std5e1;Standard;21;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
F2;std5e1;Standard;21;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
F3;std5e1;Standard;21;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
G1;std5e0;Standard;22;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
G2;std5e0;Standard;22;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
G3;std5e0;Standard;22;0.0459;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
H1;ntc;NTC;23;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
H2;ntc;NTC;23;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
H3;ntc;NTC;23;0.0459;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180523
B4;smpl01;Unknown;1;0.0879;NoCt;NoCt;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
B5;smpl01;Unknown;1;0.0879;NoCt;NoCt;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
B6;smpl01;Unknown;1;0.0879;NoCt;NoCt;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
C4;smpl02;Unknown;2;0.0879;36.18;3.32;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
C5;smpl02;Unknown;2;0.0879;37.08;1.59;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
C6;smpl02;Unknown;2;0.0879;38.04;7.333e-001;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
D4;smpl03;Unknown;3;0.0879;34.64;1.145e+001;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
D5;smpl03;Unknown;3;0.0879;34.97;8.81;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
D6;smpl03;Unknown;3;0.0879;35.13;7.72;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
E4;smpl04;Unknown;4;0.0879;35.35;6.49;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
E5;smpl04;Unknown;4;0.0879;33.99;1.939e+001;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
E6;smpl04;Unknown;4;0.0879;35.97;3.91;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
F4;smpl05;Unknown;5;0.0879;31.90;1.056e+002;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
F5;smpl05;Unknown;5;0.0879;31.75;1.191e+002;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
F6;smpl05;Unknown;5;0.0879;31.71;1.229e+002;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
G4;smpl06;Unknown;6;0.0879;31.81;1.136e+002;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
G5;smpl06;Unknown;6;0.0879;31.54;1.412e+002;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
G6;smpl06;Unknown;6;0.0879;31.98;9.837e+001;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
B7;smpl07;Unknown;7;0.0879;NoCt;NoCt;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
B8;smpl07;Unknown;7;0.0879;NoCt;NoCt;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
B9;smpl07;Unknown;7;0.0879;NoCt;NoCt;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
C7;smpl08;Unknown;8;0.0879;26.75;6.767e+003;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
C8;smpl08;Unknown;8;0.0879;26.84;6.286e+003;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
C9;smpl08;Unknown;8;0.0879;27.05;5.305e+003;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
D7;smpl09;Unknown;9;0.0879;31.22;1.824e+002;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
D8;smpl09;Unknown;9;0.0879;31.47;1.493e+002;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
D9;smpl09;Unknown;9;0.0879;33.23;3.590e+001;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
E7;smpl10;Unknown;10;0.0879;37.98;7.701e-001;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
E8;smpl10;Unknown;10;0.0879;36.25;3.14;0.995;-2.849;MONIS3;AssID03;Psefar;efteraar;qpcrrundate20180625;02
