"","Well","WellName","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","MONISprojectno","AssayID","speciesabbr","season","qpcrrundate","gen_specnm","Genus","species","dk_comnm","Wellname.season.no1","gen_specnm.season","Harbour","Coll_date","volfilt_mL","declat","declon","Harbour.Welltype","col.06","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L"
"1533","F6","smpl05","Unknown",5,0.024,38.02,0.3562,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","smpl05.efteraar.1","Colpomenia_peregrine.efteraar","Fredericia","2017.oct.11",1000,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",0.024934,24.934,25.934,1.4138695065091
"1536","G6","smpl06","Unknown",6,0.024,37.53,0.5097,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","smpl06.efteraar.1","Colpomenia_peregrine.efteraar","Frederikshavn","2017.oct.06",3000,57.4421,10.5622,"Frederikshavn.Unknown","#00D2FF",0.011893,11.893,12.893,1.110353982664
"1543","D7","smpl09","Unknown",9,0.024,35.64,2.01,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","smpl09.efteraar.1","Colpomenia_peregrine.efteraar","Helsingoer","2017.sep.13",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",0.1407,140.7,141.7,2.15136985024746
"1544","D8","smpl09","Unknown",9,0.024,35.66,1.97,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","smpl09.efteraar.1","Colpomenia_peregrine.efteraar","Helsingoer","2017.sep.13",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",0.1379,137.9,138.9,2.14270224573762
"1545","D9","smpl09","Unknown",9,0.024,36.19,1.35,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","smpl09.efteraar.1","Colpomenia_peregrine.efteraar","Helsingoer","2017.sep.13",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",0.0945,94.5,95.5,1.98000337158375
"1550","F8","smpl11","Unknown",11,0.024,37.78,0.4248,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","smpl11.efteraar.1","Colpomenia_peregrine.efteraar","Kalundborg","2017.sep.22",1000,55.6773,11.073,"Kalundborg.Unknown","#FF00B4",0.029736,29.736,30.736,1.48764734751762
"1552","G7","smpl12","Unknown",12,0.024,37.6,0.485,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","smpl12.efteraar.1","Colpomenia_peregrine.efteraar","Koebenhavn","2017.sep.12",1650,55.6652,12.5702,"Koebenhavn.Unknown","#3C00FF",0.0205757575757576,20.5757575757576,21.5757575757576,1.33396605375897
"1561","D10","smpl15","Unknown",15,0.024,31.14,52.1,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","smpl15.efteraar.1","Colpomenia_peregrine.efteraar","KalundborgStatiolHavn","2017.sep.22",1000,55.6643,11.0736,"KalundborgStatiolHavn.Unknown","#9600FF",3.647,3647,3648,3.56205482965638
"1562","D11","smpl15","Unknown",15,0.024,30.78,67.76,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","smpl15.efteraar.1","Colpomenia_peregrine.efteraar","KalundborgStatiolHavn","2017.sep.22",1000,55.6643,11.0736,"KalundborgStatiolHavn.Unknown","#9600FF",4.7432,4743.2,4744.2,3.67616298918115
"1563","D12","smpl15","Unknown",15,0.024,31.47,41.08,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","smpl15.efteraar.1","Colpomenia_peregrine.efteraar","KalundborgStatiolHavn","2017.sep.22",1000,55.6643,11.0736,"KalundborgStatiolHavn.Unknown","#9600FF",2.8756,2875.6,2876.6,3.45887947611688
"1567","B1","std5e5","Standard",17,0.024,18.84,5e+05,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e5.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1568","B2","std5e5","Standard",17,0.024,18.01,5e+05,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e5.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1569","B3","std5e5","Standard",17,0.024,18.6,5e+05,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e5.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1570","C1","std5e4","Standard",18,0.024,21.57,50000,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e4.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1571","C2","std5e4","Standard",18,0.024,22.06,50000,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e4.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1572","C3","std5e4","Standard",18,0.024,21.54,50000,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e4.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1573","D1","std5e3","Standard",19,0.024,24.89,5000,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e3.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1574","D2","std5e3","Standard",19,0.024,24.93,5000,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e3.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1575","D3","std5e3","Standard",19,0.024,24.8,5000,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e3.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1576","E1","std5e2","Standard",20,0.024,28.26,500,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e2.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1577","E2","std5e2","Standard",20,0.024,27.62,500,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e2.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1578","E3","std5e2","Standard",20,0.024,27.79,500,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e2.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"1579","F1","std5e1","Standard",21,0.024,30.72,50,"0.995","-3.179","MONIS3","AssID08","Colper","efteraar","qpcrrundate20180522","Colpomenia_peregrine","Colpomenia","peregrine","oesterstyv","std5e1.efteraar.1","Colpomenia_peregrine.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
