"","Well","WellName","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","MONISprojectno","AssayID","speciesabbr","season","qpcrrundate","gen_specnm","Genus","species","dk_comnm","Wellname.season.no1","gen_specnm.season","Harbour","Coll_date","volfilt_mL","declat","declon","Harbour.Welltype","col.06","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L"
"563","C6","smpl02","Unknown",2,0.1028,28.47,1998,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl02.foraar.1","Pseudochattonella_farcimen.foraar","Aarhus","2017.jul.05",2400,56.1597,10.2301,"Aarhus.Unknown","#FF0000",58.275,58275,58276,4.76548973462943
"565","D4","smpl03","Unknown",3,0.1028,37.91,1.3,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl03.foraar.1","Pseudochattonella_farcimen.foraar","Aalborgportland","2017.jun.30",1000,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",0.091,91,92,1.96378782734556
"567","D5","smpl03","Unknown",3,0.1028,37.66,1.58,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl03.foraar.1","Pseudochattonella_farcimen.foraar","Aalborgportland","2017.jun.30",1000,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",0.1106,110.6,111.6,2.04766419460156
"569","D6","smpl03","Unknown",3,0.1028,37.74,1.48,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl03.foraar.1","Pseudochattonella_farcimen.foraar","Aalborgportland","2017.jun.30",1000,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",0.1036,103.6,104.6,2.01953168453126
"577","F4","smpl05","Unknown",5,0.1028,27.66,3744,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl05.foraar.1","Pseudochattonella_farcimen.foraar","Fredericia","2017.jul.05",1600,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",163.8,163800,163801,5.21431654878677
"579","F5","smpl05","Unknown",5,0.1028,27.58,3992,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl05.foraar.1","Pseudochattonella_farcimen.foraar","Fredericia","2017.jul.05",1600,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",174.65,174650,174651,5.24217107662261
"581","F6","smpl05","Unknown",5,0.1028,27.76,3479,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl05.foraar.1","Pseudochattonella_farcimen.foraar","Fredericia","2017.jul.05",1600,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",152.20625,152206.25,152207.25,5.18243533942538
"583","G4","smpl06","Unknown",6,0.1028,34.23,22.69,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl06.foraar.1","Pseudochattonella_farcimen.foraar","Frederikshavn","2017.jun.28",1000,57.4421,10.5622,"Frederikshavn.Unknown","#00D2FF",1.5883,1588.3,1589.3,3.20120588339179
"585","G5","smpl06","Unknown",6,0.1028,32.92,63.04,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl06.foraar.1","Pseudochattonella_farcimen.foraar","Frederikshavn","2017.jun.28",1000,57.4421,10.5622,"Frederikshavn.Unknown","#00D2FF",4.4128,4412.8,4413.8,3.64481265033351
"587","G6","smpl06","Unknown",6,0.1028,33.59,37.29,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl06.foraar.1","Pseudochattonella_farcimen.foraar","Frederikshavn","2017.jun.28",1000,57.4421,10.5622,"Frederikshavn.Unknown","#00D2FF",2.6103,2610.3,2611.3,3.41685676874373
"589","B7","smpl07","Unknown",7,0.1028,34.49,18.58,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl07.foraar.1","Pseudochattonella_farcimen.foraar","Gedser","2017.jul.04",700,54.5719,11.9277,"Gedser.Unknown","#0078FF",1.858,1858,1859,3.2692793897719
"591","B8","smpl07","Unknown",7,0.1028,34.27,21.97,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl07.foraar.1","Pseudochattonella_farcimen.foraar","Gedser","2017.jul.04",700,54.5719,11.9277,"Gedser.Unknown","#0078FF",2.197,2197,2198,3.34202768808747
"593","B9","smpl07","Unknown",7,0.1028,33.36,44.59,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl07.foraar.1","Pseudochattonella_farcimen.foraar","Gedser","2017.jul.04",700,54.5719,11.9277,"Gedser.Unknown","#0078FF",4.459,4459,4460,3.64933485871214
"595","C7","smpl08","Unknown",8,0.1028,24.72,36830,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl08.foraar.1","Pseudochattonella_farcimen.foraar","Grenaa","2017.jul.05",1100,56.4126,10.9332,"Grenaa.Unknown","#FF5A00",2343.72727272727,2343727.27272727,2343728.27272727,6.36990725901168
"597","C8","smpl08","Unknown",8,0.1028,24.75,35910,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl08.foraar.1","Pseudochattonella_farcimen.foraar","Grenaa","2017.jul.05",1100,56.4126,10.9332,"Grenaa.Unknown","#FF5A00",2285.18181818182,2285181.81818182,2285182.81818182,6.35892095003017
"599","C9","smpl08","Unknown",8,0.1028,24.61,40080,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl08.foraar.1","Pseudochattonella_farcimen.foraar","Grenaa","2017.jul.05",1100,56.4126,10.9332,"Grenaa.Unknown","#FF5A00",2550.54545454545,2550545.45454545,2550546.45454545,6.40663323799033
"601","D7","smpl09","Unknown",9,0.1028,27.36,4742,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl09.foraar.1","Pseudochattonella_farcimen.foraar","Helsingoer","2017.jul.11",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",331.94,331940,331941,5.52106089800681
"603","D8","smpl09","Unknown",9,0.1028,27.35,4787,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl09.foraar.1","Pseudochattonella_farcimen.foraar","Helsingoer","2017.jul.11",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",335.09,335090,335091,5.52516276354752
"605","D9","smpl09","Unknown",9,0.1028,27.25,5161,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl09.foraar.1","Pseudochattonella_farcimen.foraar","Helsingoer","2017.jul.11",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",361.27,361270,361271,5.55783310121525
"613","F7","smpl11","Unknown",11,0.1028,21.68,392600,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl11.foraar.1","Pseudochattonella_farcimen.foraar","Kalundborg","2017.jul.03",1500,55.6773,11.073,"Kalundborg.Unknown","#FF00B4",18321.3333333333,18321333.3333333,18321334.3333333,7.26295709992687
"615","F8","smpl11","Unknown",11,0.1028,21.75,370200,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl11.foraar.1","Pseudochattonella_farcimen.foraar","Kalundborg","2017.jul.03",1500,55.6773,11.073,"Kalundborg.Unknown","#FF00B4",17276,17276000,17276001,7.23744322051406
"617","F9","smpl11","Unknown",11,0.1028,21.66,398100,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl11.foraar.1","Pseudochattonella_farcimen.foraar","Kalundborg","2017.jul.03",1500,55.6773,11.073,"Kalundborg.Unknown","#FF00B4",18578,18578000,18578001,7.26899898191949
"619","G7","smpl12","Unknown",12,0.1028,24.93,31370,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl12.foraar.1","Pseudochattonella_farcimen.foraar","Koebenhavn","2017.jun.09",1800,55.6652,12.5702,"Koebenhavn.Unknown","#3C00FF",1219.94444444444,1219944.44444444,1219945.44444444,6.08634040960384
"621","G8","smpl12","Unknown",12,0.1028,24.72,37010,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl12.foraar.1","Pseudochattonella_farcimen.foraar","Koebenhavn","2017.jun.09",1800,55.6652,12.5702,"Koebenhavn.Unknown","#3C00FF",1439.27777777778,1439277.77777778,1439278.77777778,6.15814492175069
"623","G9","smpl12","Unknown",12,0.1028,24.72,36800,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl12.foraar.1","Pseudochattonella_farcimen.foraar","Koebenhavn","2017.jun.09",1800,55.6652,12.5702,"Koebenhavn.Unknown","#3C00FF",1431.11111111111,1431111.11111111,1431112.11111111,6.155673657051
"625","B10","smpl13","Unknown",13,0.1028,36.44,4.08,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl13.foraar.1","Pseudochattonella_farcimen.foraar","Odense","2017.jul.19",800,55.4101,10.378,"Odense.Unknown","#FFB400",0.357,357,358,2.55388302664387
"627","B11","smpl13","Unknown",13,0.1028,36.46,3.99,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl13.foraar.1","Pseudochattonella_farcimen.foraar","Odense","2017.jul.19",800,55.4101,10.378,"Odense.Unknown","#FFB400",0.349125,349.125,350.125,2.54422312183162
"629","B12","smpl13","Unknown",13,0.1028,36.34,4.41,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl13.foraar.1","Pseudochattonella_farcimen.foraar","Odense","2017.jul.19",800,55.4101,10.378,"Odense.Unknown","#FFB400",0.385875,385.875,386.875,2.58757066636419
"631","C10","smpl14","Unknown",14,0.1028,30.56,395.1,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl14.foraar.1","Pseudochattonella_farcimen.foraar","Roedby","2017.jul.04",500,54.6541,11.3461,"Roedby.Unknown","#F0FF00",55.314,55314,55315,4.74284291672744
"633","C11","smpl14","Unknown",14,0.1028,30.34,465.9,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl14.foraar.1","Pseudochattonella_farcimen.foraar","Roedby","2017.jul.04",500,54.6541,11.3461,"Roedby.Unknown","#F0FF00",65.226,65226,65227,4.81442740437858
"635","C12","smpl14","Unknown",14,0.1028,30.72,346.4,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl14.foraar.1","Pseudochattonella_farcimen.foraar","Roedby","2017.jul.04",500,54.6541,11.3461,"Roedby.Unknown","#F0FF00",48.496,48496,48497,4.6857148741952
"637","D10","smpl15","Unknown",15,0.1028,26.08,12770,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl15.foraar.1","Pseudochattonella_farcimen.foraar","KalundborgStatiolHavn","2017.jul.02",1500,55.6643,11.0736,"KalundborgStatiolHavn.Unknown","#9600FF",595.933333333333,595933.333333333,595934.333333333,5.77519840698491
"639","D11","smpl15","Unknown",15,0.1028,25.97,13970,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl15.foraar.1","Pseudochattonella_farcimen.foraar","KalundborgStatiolHavn","2017.jul.02",1500,55.6643,11.0736,"KalundborgStatiolHavn.Unknown","#9600FF",651.933333333333,651933.333333333,651934.333333333,5.81420385323619
"641","D12","smpl15","Unknown",15,0.1028,26.08,12820,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl15.foraar.1","Pseudochattonella_farcimen.foraar","KalundborgStatiolHavn","2017.jul.02",1500,55.6643,11.0736,"KalundborgStatiolHavn.Unknown","#9600FF",598.266666666667,598266.666666667,598267.666666667,5.77689553206201
"643","E10","smpl16","Unknown",16,0.1028,32.32,100.5,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl16.foraar.1","Pseudochattonella_farcimen.foraar","Koege","2017.jul.04",850,55.4566,12.204,"Koege.Unknown","#F000FF",8.27647058823529,8276.4705882353,8277.4705882353,3.91789764627825
"645","E11","smpl16","Unknown",16,0.1028,31.75,156.4,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl16.foraar.1","Pseudochattonella_farcimen.foraar","Koege","2017.jul.04",850,55.4566,12.204,"Koege.Unknown","#F000FF",12.88,12880,12881,4.10994958023059
"647","E12","smpl16","Unknown",16,0.1028,31.89,139.6,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","smpl16.foraar.1","Pseudochattonella_farcimen.foraar","Koege","2017.jul.04",850,55.4566,12.204,"Koege.Unknown","#F000FF",11.4964705882353,11496.4705882353,11497.4705882353,4.06060230727556
"649","B1","std5e5","Standard",17,0.1028,21.44,5e+05,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e5.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"651","B2","std5e5","Standard",17,0.1028,20.99,5e+05,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e5.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"653","B3","std5e5","Standard",17,0.1028,21.44,5e+05,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e5.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"655","C1","std5e4","Standard",18,0.1028,24.42,50000,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e4.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"657","C2","std5e4","Standard",18,0.1028,24.24,50000,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e4.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"659","C3","std5e4","Standard",18,0.1028,24.57,50000,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e4.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"661","D1","std5e3","Standard",19,0.1028,28.24,5000,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e3.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"663","D2","std5e3","Standard",19,0.1028,27.11,5000,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e3.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"665","D3","std5e3","Standard",19,0.1028,27.62,5000,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e3.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"667","E1","std5e2","Standard",20,0.1028,29.78,500,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e2.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"669","E2","std5e2","Standard",20,0.1028,29.72,500,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e2.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"671","E3","std5e2","Standard",20,0.1028,30.34,500,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e2.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"673","F1","std5e1","Standard",21,0.1028,32.83,50,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e1.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"675","F2","std5e1","Standard",21,0.1028,32.77,50,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e1.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"677","F3","std5e1","Standard",21,0.1028,32.78,50,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e1.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"679","G1","std5e0","Standard",22,0.1028,37.08,5,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e0.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"681","G2","std5e0","Standard",22,0.1028,37.61,5,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e0.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"683","G3","std5e0","Standard",22,0.1028,34.91,5,"0.985","-2.962","MONIS3","AssID03","Psefar","foraar","qpcrrundate20180625","Pseudochattonella_farcimen","Pseudochattonella","farcimen","heterokontflagelat","std5e0.foraar.1","Pseudochattonella_farcimen.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
